CaseID,PortName,State,PortCode,Border,Date,Measure,Total Number of Entries,Longitude,Latitude
823,Grand Portage,Minnesota,3613,US-Canada Border,8/1/2018,Buses,59,-89.68472,47.96389
824,Lukeville,Arizona,2602,US-Mexico Border,7/1/2018,Buses,59,-112.815,31.8825
825,Lukeville,Arizona,2602,US-Mexico Border,12/1/2018,Buses,60,-112.815,31.8825
826,Nogales,Arizona,2604,US-Mexico Border,8/1/2018,Trains,60,-110.93361,31.34028
827,Alcan,Alaska,3104,US-Canada Border,7/1/2018,Buses,60,-142.98928,63.33693
828,Vanceboro,Maine,105,US-Canada Border,2/1/2018,Trucks,60,-67.42955,45.55984
829,Grand Portage,Minnesota,3613,US-Canada Border,1/1/2018,Buses,60,-89.68472,47.96389
830,Nogales,Arizona,2604,US-Mexico Border,12/1/2018,Trains,61,-110.93361,31.34028
831,Nogales,Arizona,2604,US-Mexico Border,1/1/2018,Trains,61,-110.93361,31.34028
832,Derby Line,Vermont,209,US-Canada Border,12/1/2018,Buses,62,-72.09944,45.005
833,Ambrose,North Dakota,3410,US-Canada Border,10/1/2018,Personal Vehicles,62,-103.48222,48.95389
834,Whitlash,Montana,3321,US-Canada Border,9/1/2018,Personal Vehicles,62,-111.249,48.90372
835,Del Bonita,Montana,3322,US-Canada Border,7/1/2018,Trucks,62,-112.32481,48.63274
836,Nogales,Arizona,2604,US-Mexico Border,5/1/2018,Trains,62,-110.93361,31.34028
837,Del Bonita,Montana,3322,US-Canada Border,3/1/2018,Trucks,62,-112.32481,48.63274
838,Grand Portage,Minnesota,3613,US-Canada Border,2/1/2018,Buses,62,-89.68472,47.96389
839,Limestone,Maine,118,US-Canada Border,2/1/2018,Trucks,62,-67.82708,46.90941
840,Vanceboro,Maine,105,US-Canada Border,10/1/2018,Trucks,63,-67.42955,45.55984
841,Nogales,Arizona,2604,US-Mexico Border,9/1/2018,Trains,63,-110.93361,31.34028
842,Del Bonita,Montana,3322,US-Canada Border,6/1/2018,Trucks,63,-112.32481,48.63274
843,Nogales,Arizona,2604,US-Mexico Border,6/1/2018,Trains,64,-110.93361,31.34028
844,Danville,Washington,3012,US-Canada Border,5/1/2018,Trucks,64,-118.50309,48.99617
845,Hannah,North Dakota,3408,US-Canada Border,1/1/2018,Personal Vehicles,64,-98.701,48.97029
846,Nogales,Arizona,2604,US-Mexico Border,10/1/2018,Trains,65,-110.93361,31.34028
847,Sarles,North Dakota,3409,US-Canada Border,3/1/2018,Trucks,65,-98.99457,48.94105
848,Nogales,Arizona,2604,US-Mexico Border,3/1/2018,Trains,65,-110.93361,31.34028
849,Pembina,North Dakota,3401,US-Canada Border,7/1/2018,Buses,66,-97.24333,48.96639
850,Pembina,North Dakota,3401,US-Canada Border,6/1/2018,Buses,66,-97.24333,48.96639
851,Brownsville,Texas,2301,US-Mexico Border,3/1/2018,Trains,66,-97.49722,25.90139
852,Ambrose,North Dakota,3410,US-Canada Border,2/1/2018,Trucks,66,-103.48222,48.95389
853,Brownsville,Texas,2301,US-Mexico Border,12/1/2018,Trains,67,-97.49722,25.90139
854,Grand Portage,Minnesota,3613,US-Canada Border,11/1/2018,Buses,67,-89.68472,47.96389
855,Grand Portage,Minnesota,3613,US-Canada Border,7/1/2018,Buses,67,-89.68472,47.96389
856,Grand Portage,Minnesota,3613,US-Canada Border,3/1/2018,Buses,67,-89.68472,47.96389
857,Friday Harbor,Washington,3014,US-Canada Border,1/1/2018,Personal Vehicles,67,-123.01415,48.53231
858,Sault Sainte Marie,Michigan,3803,US-Canada Border,12/1/2018,Buses,68,-84.29889,46.47028
859,Nogales,Arizona,2604,US-Mexico Border,11/1/2018,Trains,68,-110.93361,31.34028
860,Ferry,Washington,3013,US-Canada Border,11/1/2018,Trucks,68,-118.58774,48.88627
861,Ambrose,North Dakota,3410,US-Canada Border,4/1/2018,Personal Vehicles,68,-103.48222,48.95389
862,Danville,Washington,3012,US-Canada Border,1/1/2018,Trucks,68,-118.50309,48.99617
863,Brownsville,Texas,2301,US-Mexico Border,11/1/2018,Trains,69,-97.49722,25.90139
864,Skagway,Alaska,3103,US-Canada Border,6/1/2018,Trains,69,-135.30656,59.47197
865,Derby Line,Vermont,209,US-Canada Border,3/1/2018,Buses,69,-72.09944,45.005
866,Brownsville,Texas,2301,US-Mexico Border,2/1/2018,Trains,69,-97.49722,25.90139
867,Ambrose,North Dakota,3410,US-Canada Border,9/1/2018,Personal Vehicles,70,-103.48222,48.95389
868,Alexandria Bay,New York,708,US-Canada Border,10/1/2018,Buses,71,-75.91806,44.33583
869,Pembina,North Dakota,3401,US-Canada Border,8/1/2018,Buses,71,-97.24333,48.96639
870,St. John,North Dakota,3405,US-Canada Border,4/1/2018,Trucks,71,-99.71915,48.94208
871,Danville,Washington,3012,US-Canada Border,4/1/2018,Trucks,72,-118.50309,48.99617
872,Hannah,North Dakota,3408,US-Canada Border,2/1/2018,Personal Vehicles,72,-98.701,48.97029
873,Ketchikan,Alaska,3102,US-Canada Border,11/1/2018,Personal Vehicles,73,-131.64031,55.33897
874,Piegan,Montana,3316,US-Canada Border,7/1/2018,Buses,73,-113.43406,48.85152
875,Carbury,North Dakota,3421,US-Canada Border,5/1/2018,Trucks,73,-100.68648,48.90957
876,Danville,Washington,3012,US-Canada Border,3/1/2018,Trucks,73,-118.50309,48.99617
877,Hannah,North Dakota,3408,US-Canada Border,10/1/2018,Personal Vehicles,74,-98.701,48.97029
878,Ambrose,North Dakota,3410,US-Canada Border,10/1/2018,Trucks,74,-103.48222,48.95389
879,Hannah,North Dakota,3408,US-Canada Border,9/1/2018,Personal Vehicles,74,-98.701,48.97029
880,Danville,Washington,3012,US-Canada Border,8/1/2018,Trucks,74,-118.50309,48.99617
881,Brownsville,Texas,2301,US-Mexico Border,8/1/2018,Trains,74,-97.49722,25.90139
882,Danville,Washington,3012,US-Canada Border,6/1/2018,Trucks,74,-118.50309,48.99617
883,Alexandria Bay,New York,708,US-Canada Border,3/1/2018,Buses,74,-75.91806,44.33583
884,Vanceboro,Maine,105,US-Canada Border,8/1/2018,Trucks,75,-67.42955,45.55984
885,Grand Portage,Minnesota,3613,US-Canada Border,6/1/2018,Buses,75,-89.68472,47.96389
886,Presidio,Texas,2403,US-Mexico Border,2/1/2018,Buses,75,-104.37167,29.56056
887,Brownsville,Texas,2301,US-Mexico Border,9/1/2018,Trains,76,-97.49722,25.90139
888,Pembina,North Dakota,3401,US-Canada Border,9/1/2018,Buses,76,-97.24333,48.96639
889,Ambrose,North Dakota,3410,US-Canada Border,5/1/2018,Personal Vehicles,76,-103.48222,48.95389
890,Derby Line,Vermont,209,US-Canada Border,1/1/2018,Buses,77,-72.09944,45.005
891,Hannah,North Dakota,3408,US-Canada Border,11/1/2018,Personal Vehicles,79,-98.701,48.97029
892,St. John,North Dakota,3405,US-Canada Border,8/1/2018,Trucks,79,-99.71915,48.94208
893,Brownsville,Texas,2301,US-Mexico Border,4/1/2018,Trains,79,-97.49722,25.90139
894,Wildhorse,Montana,3323,US-Canada Border,4/1/2018,Trucks,79,-109.67761,48.54863
895,Presidio,Texas,2403,US-Mexico Border,1/1/2018,Buses,79,-104.37167,29.56056
896,Skagway,Alaska,3103,US-Canada Border,8/1/2018,Trains,80,-135.30656,59.47197
897,Skagway,Alaska,3103,US-Canada Border,7/1/2018,Trains,80,-135.30656,59.47197
898,Sault Sainte Marie,Michigan,3803,US-Canada Border,5/1/2018,Buses,80,-84.29889,46.47028
899,Hannah,North Dakota,3408,US-Canada Border,3/1/2018,Personal Vehicles,81,-98.701,48.97029
900,Wildhorse,Montana,3323,US-Canada Border,11/1/2018,Trucks,82,-109.67761,48.54863
901,Sault Sainte Marie,Michigan,3803,US-Canada Border,8/1/2018,Buses,82,-84.29889,46.47028
902,Hannah,North Dakota,3408,US-Canada Border,12/1/2018,Personal Vehicles,83,-98.701,48.97029
903,Wildhorse,Montana,3323,US-Canada Border,12/1/2018,Trucks,83,-109.67761,48.54863
904,St. John,North Dakota,3405,US-Canada Border,5/1/2018,Trucks,83,-99.71915,48.94208
905,Brownsville,Texas,2301,US-Mexico Border,1/1/2018,Trains,83,-97.49722,25.90139
906,Derby Line,Vermont,209,US-Canada Border,11/1/2018,Buses,84,-72.09944,45.005
907,Vanceboro,Maine,105,US-Canada Border,9/1/2018,Trucks,84,-67.42955,45.55984
908,Ambrose,North Dakota,3410,US-Canada Border,8/1/2018,Personal Vehicles,84,-103.48222,48.95389
909,Antler,North Dakota,3413,US-Canada Border,5/1/2018,Trucks,84,-101.28194,48.97083
910,El Paso,Texas,2402,US-Mexico Border,2/1/2018,Trains,84,-106.48639,31.75861
911,Columbus,New Mexico,2406,US-Mexico Border,2/1/2018,Buses,84,-107.63944,31.8275
912,Piegan,Montana,3316,US-Canada Border,2/1/2018,Trucks,84,-113.43406,48.85152
913,Sarles,North Dakota,3409,US-Canada Border,12/1/2018,Trucks,85,-98.99457,48.94105
914,Eastport,Idaho,3302,US-Canada Border,9/1/2018,Trains,85,-116.18028,48.99944
915,Pembina,North Dakota,3401,US-Canada Border,2/1/2018,Trains,85,-97.24333,48.96639
916,Pembina,North Dakota,3401,US-Canada Border,10/1/2018,Buses,86,-97.24333,48.96639
917,Hannah,North Dakota,3408,US-Canada Border,8/1/2018,Personal Vehicles,86,-98.701,48.97029
918,Limestone,Maine,118,US-Canada Border,7/1/2018,Trucks,86,-67.82708,46.90941
919,Champlain-Rouses Point,New York,712,US-Canada Border,2/1/2018,Trains,86,-73.44694,44.98639
920,Pembina,North Dakota,3401,US-Canada Border,1/1/2018,Trains,86,-97.24333,48.96639
921,Dalton Cache,Alaska,3106,US-Canada Border,10/1/2018,Trucks,87,-135.40995,59.10606
922,Brownsville,Texas,2301,US-Mexico Border,7/1/2018,Trains,87,-97.49722,25.90139
923,Brownsville,Texas,2301,US-Mexico Border,6/1/2018,Trains,87,-97.49722,25.90139
924,Brownsville,Texas,2301,US-Mexico Border,5/1/2018,Trains,87,-97.49722,25.90139
925,Champlain-Rouses Point,New York,712,US-Canada Border,1/1/2018,Trains,87,-73.44694,44.98639
926,St. John,North Dakota,3405,US-Canada Border,12/1/2018,Trucks,88,-99.71915,48.94208
927,Dalton Cache,Alaska,3106,US-Canada Border,12/1/2018,Trucks,88,-135.40995,59.10606
928,Algonac,Michigan,3814,US-Canada Border,1/1/2018,Personal Vehicles,89,-83.04676,42.33222
929,Sault Sainte Marie,Michigan,3803,US-Canada Border,9/1/2018,Buses,90,-84.29889,46.47028
930,Sault Sainte Marie,Michigan,3803,US-Canada Border,7/1/2018,Buses,90,-84.29889,46.47028
931,Toledo-Sandusky,Ohio,4105,US-Canada Border,6/1/2018,Personal Vehicles,90,-83.53303,41.6648
932,Champlain-Rouses Point,New York,712,US-Canada Border,4/1/2018,Trains,90,-73.44694,44.98639
933,Dalton Cache,Alaska,3106,US-Canada Border,9/1/2018,Trucks,91,-135.40995,59.10606
934,Alexandria Bay,New York,708,US-Canada Border,7/1/2018,Buses,91,-75.91806,44.33583
935,Hannah,North Dakota,3408,US-Canada Border,4/1/2018,Personal Vehicles,91,-98.701,48.97029
936,Hannah,North Dakota,3408,US-Canada Border,7/1/2018,Personal Vehicles,92,-98.701,48.97029
937,Brownsville,Texas,2301,US-Mexico Border,10/1/2018,Trains,93,-97.49722,25.90139
938,Hannah,North Dakota,3408,US-Canada Border,6/1/2018,Personal Vehicles,93,-98.701,48.97029
939,Pembina,North Dakota,3401,US-Canada Border,5/1/2018,Buses,93,-97.24333,48.96639
940,Maida,North Dakota,3416,US-Canada Border,3/1/2018,Trucks,93,-98.36953,48.98568
941,Ambrose,North Dakota,3410,US-Canada Border,2/1/2018,Personal Vehicles,93,-103.48222,48.95389
942,Champlain-Rouses Point,New York,712,US-Canada Border,9/1/2018,Trains,94,-73.44694,44.98639
943,Alexandria Bay,New York,708,US-Canada Border,11/1/2018,Buses,95,-75.91806,44.33583
944,Presidio,Texas,2403,US-Mexico Border,9/1/2018,Buses,95,-104.37167,29.56056
945,Champlain-Rouses Point,New York,712,US-Canada Border,6/1/2018,Trains,95,-73.44694,44.98639
946,Champlain-Rouses Point,New York,712,US-Canada Border,3/1/2018,Trains,95,-73.44694,44.98639
947,Wildhorse,Montana,3323,US-Canada Border,2/1/2018,Trucks,95,-109.67761,48.54863
948,Champlain-Rouses Point,New York,712,US-Canada Border,11/1/2018,Trains,96,-73.44694,44.98639
949,Eastport,Idaho,3302,US-Canada Border,11/1/2018,Trains,96,-116.18028,48.99944
950,Eastport,Idaho,3302,US-Canada Border,8/1/2018,Trains,96,-116.18028,48.99944
951,Eastport,Idaho,3302,US-Canada Border,2/1/2018,Trains,96,-116.18028,48.99944
952,Ambrose,North Dakota,3410,US-Canada Border,1/1/2018,Personal Vehicles,96,-103.48222,48.95389
953,Skagway,Alaska,3103,US-Canada Border,12/1/2018,Trucks,97,-135.30656,59.47197
954,Eastport,Idaho,3302,US-Canada Border,7/1/2018,Trains,97,-116.18028,48.99944
955,Eastport,Idaho,3302,US-Canada Border,6/1/2018,Trains,97,-116.18028,48.99944
956,Presidio,Texas,2403,US-Mexico Border,5/1/2018,Buses,97,-104.37167,29.56056
957,Presidio,Texas,2403,US-Mexico Border,10/1/2018,Buses,98,-104.37167,29.56056
958,Champlain-Rouses Point,New York,712,US-Canada Border,12/1/2018,Trains,99,-73.44694,44.98639
959,St. John,North Dakota,3405,US-Canada Border,10/1/2018,Trucks,99,-99.71915,48.94208
960,Pembina,North Dakota,3401,US-Canada Border,4/1/2018,Trains,99,-97.24333,48.96639
961,Sarles,North Dakota,3409,US-Canada Border,6/1/2018,Trucks,100,-98.99457,48.94105
962,Ambrose,North Dakota,3410,US-Canada Border,6/1/2018,Personal Vehicles,100,-103.48222,48.95389
963,Columbus,New Mexico,2406,US-Mexico Border,11/1/2018,Buses,101,-107.63944,31.8275
964,Columbus,New Mexico,2406,US-Mexico Border,9/1/2018,Buses,101,-107.63944,31.8275
965,Champlain-Rouses Point,New York,712,US-Canada Border,8/1/2018,Trains,101,-73.44694,44.98639
966,Dalton Cache,Alaska,3106,US-Canada Border,8/1/2018,Trucks,101,-135.40995,59.10606
967,Massena,New York,704,US-Canada Border,7/1/2018,Buses,101,-74.74,44.98944
968,Presidio,Texas,2403,US-Mexico Border,7/1/2018,Buses,101,-104.37167,29.56056
969,Champlain-Rouses Point,New York,712,US-Canada Border,7/1/2018,Trains,101,-73.44694,44.98639
970,Champlain-Rouses Point,New York,712,US-Canada Border,5/1/2018,Trains,101,-73.44694,44.98639
971,Champlain-Rouses Point,New York,712,US-Canada Border,10/1/2018,Trains,102,-73.44694,44.98639
972,Sault Sainte Marie,Michigan,3803,US-Canada Border,6/1/2018,Buses,102,-84.29889,46.47028
973,Presidio,Texas,2403,US-Mexico Border,6/1/2018,Buses,102,-104.37167,29.56056
974,El Paso,Texas,2402,US-Mexico Border,3/1/2018,Trains,102,-106.48639,31.75861
975,St. John,North Dakota,3405,US-Canada Border,6/1/2018,Trucks,103,-99.71915,48.94208
976,Pembina,North Dakota,3401,US-Canada Border,2/1/2018,Buses,103,-97.24333,48.96639
977,Alexandria Bay,New York,708,US-Canada Border,9/1/2018,Buses,104,-75.91806,44.33583
978,Pembina,North Dakota,3401,US-Canada Border,8/1/2018,Trains,104,-97.24333,48.96639
979,Pembina,North Dakota,3401,US-Canada Border,6/1/2018,Trains,104,-97.24333,48.96639
980,El Paso,Texas,2402,US-Mexico Border,1/1/2018,Trains,104,-106.48639,31.75861
981,Sarles,North Dakota,3409,US-Canada Border,11/1/2018,Trucks,105,-98.99457,48.94105
982,Eastport,Idaho,3302,US-Canada Border,10/1/2018,Trains,105,-116.18028,48.99944
983,Eastport,Idaho,3302,US-Canada Border,5/1/2018,Trains,105,-116.18028,48.99944
984,Limestone,Maine,118,US-Canada Border,6/1/2018,Trucks,106,-67.82708,46.90941
985,Eastport,Idaho,3302,US-Canada Border,4/1/2018,Trains,106,-116.18028,48.99944
986,Eastport,Idaho,3302,US-Canada Border,3/1/2018,Trains,106,-116.18028,48.99944
987,Columbus,New Mexico,2406,US-Mexico Border,10/1/2018,Buses,107,-107.63944,31.8275
988,St. John,North Dakota,3405,US-Canada Border,7/1/2018,Trucks,107,-99.71915,48.94208
989,Dalton Cache,Alaska,3106,US-Canada Border,4/1/2018,Trucks,107,-135.40995,59.10606
990,Hannah,North Dakota,3408,US-Canada Border,5/1/2018,Personal Vehicles,108,-98.701,48.97029
991,Pembina,North Dakota,3401,US-Canada Border,3/1/2018,Trains,108,-97.24333,48.96639
992,Eastport,Idaho,3302,US-Canada Border,1/1/2018,Trains,108,-116.18028,48.99944
993,Massena,New York,704,US-Canada Border,8/1/2018,Buses,109,-74.74,44.98944
994,El Paso,Texas,2402,US-Mexico Border,4/1/2018,Trains,109,-106.48639,31.75861
995,Eastport,Idaho,3302,US-Canada Border,12/1/2018,Trains,110,-116.18028,48.99944
996,Presidio,Texas,2403,US-Mexico Border,11/1/2018,Buses,110,-104.37167,29.56056
997,Wildhorse,Montana,3323,US-Canada Border,9/1/2018,Trucks,110,-109.67761,48.54863
998,Wildhorse,Montana,3323,US-Canada Border,6/1/2018,Trucks,110,-109.67761,48.54863
999,Toledo-Sandusky,Ohio,4105,US-Canada Border,7/1/2018,Personal Vehicles,111,-83.53303,41.6648
1000,Eagle Pass,Texas,2303,US-Mexico Border,2/1/2018,Buses,111,-100.49917,28.70889
1001,Buffalo-Niagara Falls,New York,901,US-Canada Border,9/1/2018,Trains,113,-79.05694,43.09444
1002,Presidio,Texas,2403,US-Mexico Border,4/1/2018,Buses,113,-104.37167,29.56056
1003,Ambrose,North Dakota,3410,US-Canada Border,12/1/2018,Personal Vehicles,114,-103.48222,48.95389
1004,Pembina,North Dakota,3401,US-Canada Border,11/1/2018,Buses,114,-97.24333,48.96639
1005,Pembina,North Dakota,3401,US-Canada Border,7/1/2018,Trains,114,-97.24333,48.96639
1006,Columbus,New Mexico,2406,US-Mexico Border,4/1/2018,Buses,114,-107.63944,31.8275
1007,Dalton Cache,Alaska,3106,US-Canada Border,1/1/2018,Trucks,114,-135.40995,59.10606
1008,El Paso,Texas,2402,US-Mexico Border,9/1/2018,Trains,115,-106.48639,31.75861
1009,Sarles,North Dakota,3409,US-Canada Border,1/1/2018,Trucks,115,-98.99457,48.94105
1010,Sault Sainte Marie,Michigan,3803,US-Canada Border,10/1/2018,Buses,116,-84.29889,46.47028
1011,El Paso,Texas,2402,US-Mexico Border,6/1/2018,Trains,117,-106.48639,31.75861
1012,El Paso,Texas,2402,US-Mexico Border,5/1/2018,Trains,117,-106.48639,31.75861
1013,Pembina,North Dakota,3401,US-Canada Border,5/1/2018,Trains,117,-97.24333,48.96639
1014,Presidio,Texas,2403,US-Mexico Border,8/1/2018,Buses,118,-104.37167,29.56056
1015,Dalton Cache,Alaska,3106,US-Canada Border,11/1/2018,Trucks,119,-135.40995,59.10606
1016,Columbus,New Mexico,2406,US-Mexico Border,8/1/2018,Buses,119,-107.63944,31.8275
1017,Columbus,New Mexico,2406,US-Mexico Border,5/1/2018,Buses,119,-107.63944,31.8275
1018,Presidio,Texas,2403,US-Mexico Border,3/1/2018,Buses,119,-104.37167,29.56056
1019,Derby Line,Vermont,209,US-Canada Border,8/1/2018,Buses,120,-72.09944,45.005
1020,El Paso,Texas,2402,US-Mexico Border,7/1/2018,Trains,120,-106.48639,31.75861
1021,Alexandria Bay,New York,708,US-Canada Border,4/1/2018,Buses,120,-75.91806,44.33583
1022,Columbus,New Mexico,2406,US-Mexico Border,1/1/2018,Buses,120,-107.63944,31.8275
1023,Pembina,North Dakota,3401,US-Canada Border,12/1/2018,Trains,121,-97.24333,48.96639
1024,Pembina,North Dakota,3401,US-Canada Border,11/1/2018,Trains,121,-97.24333,48.96639
1025,Columbus,New Mexico,2406,US-Mexico Border,3/1/2018,Buses,121,-107.63944,31.8275
1026,Carbury,North Dakota,3421,US-Canada Border,3/1/2018,Trucks,121,-100.68648,48.90957
1027,Pembina,North Dakota,3401,US-Canada Border,9/1/2018,Trains,122,-97.24333,48.96639
1028,El Paso,Texas,2402,US-Mexico Border,8/1/2018,Trains,122,-106.48639,31.75861
1029,Toledo-Sandusky,Ohio,4105,US-Canada Border,8/1/2018,Personal Vehicles,122,-83.53303,41.6648
1030,Columbus,New Mexico,2406,US-Mexico Border,6/1/2018,Buses,123,-107.63944,31.8275
1031,Dalton Cache,Alaska,3106,US-Canada Border,5/1/2018,Trucks,123,-135.40995,59.10606
1032,El Paso,Texas,2402,US-Mexico Border,10/1/2018,Trains,124,-106.48639,31.75861
1033,Dalton Cache,Alaska,3106,US-Canada Border,2/1/2018,Trucks,124,-135.40995,59.10606
1034,Port Huron,Michigan,3802,US-Canada Border,12/1/2018,Buses,126,-82.47889,42.97583
1035,El Paso,Texas,2402,US-Mexico Border,12/1/2018,Trains,127,-106.48639,31.75861
1036,Maida,North Dakota,3416,US-Canada Border,1/1/2018,Trucks,127,-98.36953,48.98568
1037,Skagway,Alaska,3103,US-Canada Border,5/1/2018,Trucks,128,-135.30656,59.47197
1038,Derby Line,Vermont,209,US-Canada Border,2/1/2018,Buses,129,-72.09944,45.005
1039,Pembina,North Dakota,3401,US-Canada Border,10/1/2018,Trains,130,-97.24333,48.96639
1040,Piegan,Montana,3316,US-Canada Border,3/1/2018,Trucks,130,-113.43406,48.85152
1041,Portal,North Dakota,3403,US-Canada Border,2/1/2018,Trains,131,-102.54917,48.99583
1042,Ketchikan,Alaska,3102,US-Canada Border,10/1/2018,Personal Vehicles,132,-131.64031,55.33897
1043,Ambrose,North Dakota,3410,US-Canada Border,7/1/2018,Personal Vehicles,132,-103.48222,48.95389
1044,Alexandria Bay,New York,708,US-Canada Border,6/1/2018,Buses,132,-75.91806,44.33583
1045,Wildhorse,Montana,3323,US-Canada Border,1/1/2018,Trucks,135,-109.67761,48.54863
1046,Dalton Cache,Alaska,3106,US-Canada Border,6/1/2018,Trucks,136,-135.40995,59.10606
1047,El Paso,Texas,2402,US-Mexico Border,11/1/2018,Trains,138,-106.48639,31.75861
1048,Ferry,Washington,3013,US-Canada Border,6/1/2018,Trucks,138,-118.58774,48.88627
1049,Ketchikan,Alaska,3102,US-Canada Border,3/1/2018,Personal Vehicles,138,-131.64031,55.33897
1050,Wildhorse,Montana,3323,US-Canada Border,3/1/2018,Trucks,138,-109.67761,48.54863
1051,Presidio,Texas,2403,US-Mexico Border,12/1/2018,Buses,139,-104.37167,29.56056
1052,Dalton Cache,Alaska,3106,US-Canada Border,7/1/2018,Trucks,139,-135.40995,59.10606
1053,Alexandria Bay,New York,708,US-Canada Border,8/1/2018,Buses,140,-75.91806,44.33583
1054,Detroit,Michigan,3801,US-Canada Border,6/1/2018,Trains,140,-83.10222,42.38306
1055,Skagway,Alaska,3103,US-Canada Border,4/1/2018,Trucks,140,-135.30656,59.47197
1056,Portal,North Dakota,3403,US-Canada Border,3/1/2018,Trains,141,-102.54917,48.99583
1057,Detroit,Michigan,3801,US-Canada Border,12/1/2018,Trains,142,-83.10222,42.38306
1058,Carbury,North Dakota,3421,US-Canada Border,9/1/2018,Trucks,144,-100.68648,48.90957
1059,Derby Line,Vermont,209,US-Canada Border,4/1/2018,Buses,144,-72.09944,45.005
1060,Maida,North Dakota,3416,US-Canada Border,6/1/2018,Trucks,145,-98.36953,48.98568
1061,Buffalo-Niagara Falls,New York,901,US-Canada Border,2/1/2018,Trains,145,-79.05694,43.09444
1062,Noonan,North Dakota,3420,US-Canada Border,1/1/2018,Trucks,145,-103.00333,48.88232
1063,St. John,North Dakota,3405,US-Canada Border,11/1/2018,Trucks,146,-99.71915,48.94208
1064,Eagle Pass,Texas,2303,US-Mexico Border,10/1/2018,Buses,146,-100.49917,28.70889
1065,Ketchikan,Alaska,3102,US-Canada Border,9/1/2018,Personal Vehicles,147,-131.64031,55.33897
1066,Portal,North Dakota,3403,US-Canada Border,9/1/2018,Trains,148,-102.54917,48.99583
1067,Port Huron,Michigan,3802,US-Canada Border,2/1/2018,Buses,148,-82.47889,42.97583
1068,Detroit,Michigan,3801,US-Canada Border,2/1/2018,Trains,149,-83.10222,42.38306
1069,Eastport,Maine,103,US-Canada Border,1/1/2018,Trucks,149,-66.99387,44.90357
1070,Portal,North Dakota,3403,US-Canada Border,5/1/2018,Trains,150,-102.54917,48.99583
1071,Eastport,Maine,103,US-Canada Border,12/1/2018,Trucks,151,-66.99387,44.90357
1072,Detroit,Michigan,3801,US-Canada Border,11/1/2018,Trains,151,-83.10222,42.38306
1073,Columbus,New Mexico,2406,US-Mexico Border,7/1/2018,Buses,152,-107.63944,31.8275
1074,Piegan,Montana,3316,US-Canada Border,6/1/2018,Trucks,152,-113.43406,48.85152
1075,Skagway,Alaska,3103,US-Canada Border,11/1/2018,Trucks,153,-135.30656,59.47197
1076,Portal,North Dakota,3403,US-Canada Border,6/1/2018,Trains,153,-102.54917,48.99583
1077,Eastport,Maine,103,US-Canada Border,3/1/2018,Trucks,154,-66.99387,44.90357
1078,Madawaska,Maine,109,US-Canada Border,11/1/2018,Trucks,155,-68.3271,47.35446
1079,Derby Line,Vermont,209,US-Canada Border,9/1/2018,Buses,155,-72.09944,45.005
1080,Detroit,Michigan,3801,US-Canada Border,8/1/2018,Trains,155,-83.10222,42.38306
1081,Detroit,Michigan,3801,US-Canada Border,4/1/2018,Trains,155,-83.10222,42.38306
1082,Detroit,Michigan,3801,US-Canada Border,9/1/2018,Trains,156,-83.10222,42.38306
1083,Maida,North Dakota,3416,US-Canada Border,8/1/2018,Trucks,156,-98.36953,48.98568
1084,Detroit,Michigan,3801,US-Canada Border,7/1/2018,Trains,156,-83.10222,42.38306
1085,Detroit,Michigan,3801,US-Canada Border,5/1/2018,Trains,156,-83.10222,42.38306
1086,Dalton Cache,Alaska,3106,US-Canada Border,3/1/2018,Trucks,156,-135.40995,59.10606
1087,Noonan,North Dakota,3420,US-Canada Border,3/1/2018,Trucks,156,-103.00333,48.88232
1088,Detroit,Michigan,3801,US-Canada Border,3/1/2018,Trains,156,-83.10222,42.38306
1089,Detroit,Michigan,3801,US-Canada Border,1/1/2018,Trains,156,-83.10222,42.38306
1090,Madawaska,Maine,109,US-Canada Border,12/1/2018,Trucks,157,-68.3271,47.35446
1091,Portal,North Dakota,3403,US-Canada Border,4/1/2018,Trains,160,-102.54917,48.99583
1092,Port Huron,Michigan,3802,US-Canada Border,1/1/2018,Buses,160,-82.47889,42.97583
1093,Eastport,Maine,103,US-Canada Border,2/1/2018,Trucks,161,-66.99387,44.90357
1094,Portal,North Dakota,3403,US-Canada Border,7/1/2018,Trains,162,-102.54917,48.99583
1095,Willow Creek,Montana,3325,US-Canada Border,2/1/2018,Personal Vehicles,162,-109.67761,48.54863
1096,Madawaska,Maine,109,US-Canada Border,4/1/2018,Trucks,163,-68.3271,47.35446
1097,Portal,North Dakota,3403,US-Canada Border,1/1/2018,Trains,163,-102.54917,48.99583
1098,Friday Harbor,Washington,3014,US-Canada Border,11/1/2018,Personal Vehicles,164,-123.01415,48.53231
1099,Portal,North Dakota,3403,US-Canada Border,11/1/2018,Trains,164,-102.54917,48.99583
1100,Madawaska,Maine,109,US-Canada Border,9/1/2018,Trucks,164,-68.3271,47.35446
1101,Nighthawk,Washington,3011,US-Canada Border,1/1/2018,Personal Vehicles,164,-119.63538,48.82366
1102,Portal,North Dakota,3403,US-Canada Border,8/1/2018,Trains,166,-102.54917,48.99583
1103,Buffalo-Niagara Falls,New York,901,US-Canada Border,7/1/2018,Trains,166,-79.05694,43.09444
1104,Portal,North Dakota,3403,US-Canada Border,10/1/2018,Trains,167,-102.54917,48.99583
1105,Detroit,Michigan,3801,US-Canada Border,10/1/2018,Trains,168,-83.10222,42.38306
